0 1 0.197828 0.369044
0 1 0.195261 0.359279
0 1 0.258061 0.400893
0 1 0.178819 0.333203
0 1 0.0506059 0.187875
0 1 0.0712282 0.206883
0 1 0.224612 0.381125
0 1 0.133694 0.292412
0 1 0.158973 0.331669
0 1 0.259511 0.404493
0 1 0.247134 0.395729
0 1 0.154303 0.330413
0 1 0.190788 0.368018
0 1 0.199626 0.363374
0 1 0.209627 0.375747
0 1 0.125797 0.308374
0 0.996078 0.225545 0.37345
0 1 0.18381 0.34917
0 1 0.148938 0.312025
0 1 0.284327 0.43164
0 1 0.144397 0.319843
0 0.996078 0.228479 0.385677
0 0.996078 0.171201 0.335678
0 1 0.120404 0.296425
0 1 0.306577 0.429476
0 1 0.165761 0.341131
0 1 0.264086 0.40211
0 1 0.201675 0.366929
0 1 0.162023 0.334132
0 1 0.200027 0.36391
0 0.992157 0.224578 0.390377
0 1 0.209382 0.371322
0 1 0.200667 0.362988
0 1 0.133483 0.30545
0 1 0.19663 0.352864
0 1 0.252703 0.402714
0 1 0.0698189 0.226055
0 1 0.183789 0.339466
0 1 0.109164 0.279399
0 1 0.0574278 0.203441
0 1 0.186772 0.359604
0 1 0.140999 0.311587
0 1 0.113126 0.274106
0 1 0.147746 0.325496
0 1 0.224973 0.388755
0 1 0.294826 0.419586
0 1 0.167736 0.328557
0 0.996078 0.214495 0.365479
0 1 0.147311 0.309094
0 1 0.164175 0.33964
0 1 0.0876974 0.255785
0 1 0.238426 0.385453
0 1 0.194186 0.359918
0 1 0.0751294 0.237617
0 1 0.0971473 0.258372
0 1 0.217586 0.378165
0 1 0.186874 0.350096
0 1 0.137691 0.299226
0 0.996078 0.13189 0.30762
0 1 0.209239 0.375478
0 1 0.228779 0.384861
0 1 0.183538 0.353283
0 1 0.116816 0.277684
0 1 0.195901 0.360913
0 1 0.259647 0.400782
0 1 0.165019 0.328527
0 0.996078 0.139114 0.313471
0 1 0.108538 0.281894
0 1 0.159409 0.333741
0 1 0.163467 0.341694
0 1 0.184586 0.338959
0 1 0.0900259 0.264135
0 1 0.282026 0.414875
0 1 0.276961 0.416899
0 1 0.256427 0.408869
0 1 0.213106 0.372941
0 1 0.19247 0.363197
0 1 0.163337 0.332392
0 1 0.0725218 0.246905
0 0.996078 0.207081 0.368965
0 1 0.264679 0.402332
0 1 0.154405 0.32032
0 1 0.177546 0.348366
0 1 0.118403 0.297641
0 1 0.272978 0.413407
0 1 0.209818 0.375814
0 1 0.188828 0.340785
0 1 0.102192 0.27855
0 1 0.206148 0.375509
0 1 0.109436 0.274672
0 0.996078 0.136159 0.310088
0 1 0.177839 0.348684
0 1 0.19906 0.367678
0 0.996078 0.171705 0.346887
0 1 0.112064 0.294356
0 1 0.103595 0.253374
0 1 0.199578 0.36738
0 1 0.144165 0.311369
0 1 0.189781 0.357125
0 1 0.213841 0.377922
0 1 0.177362 0.334626
0 1 0.292994 0.41929
0 1 0.16924 0.345678
0 1 0.148128 0.317279
0 1 0.170261 0.3391
0 1 0.100252 0.255242
0 1 0.139318 0.306081
0 1 0.238113 0.393396
0 1 0.111629 0.275672
0 1 0.0738903 0.235355
0 1 0.158218 0.328546
0 1 0.139781 0.331331
0 1 0.228227 0.38318
0 1 0.192034 0.353068
0 1 0.172733 0.347006
0 1 0.26267 0.415414
0 1 0.132244 0.300998
0 1 0.125089 0.294112
0 1 0.244342 0.397262
0 0.996078 0.258796 0.409299
0 1 0.372243 0.453047
0 1 0.198509 0.349557
0 1 0.173284 0.340346
0 1 0.201042 0.371121
0 1 0.167014 0.33328
0 1 0.215169 0.380233
0 1 0.0690291 0.225355
0 1 0.159212 0.3343
0 1 0.18526 0.356074
0 1 0.23848 0.391506
0 1 0.250613 0.403291
0 1 0.122222 0.295312
0 1 0.24729 0.389405
0 1 0.118947 0.317222
0 1 0.219424 0.375272
0 1 0.122495 0.303418
0 1 0.182591 0.351183
0 1 0.128125 0.284714
0 1 0.159341 0.328359
0 1 0.073012 0.235535
0 1 0.128738 0.297333
0 1 0.195602 0.359668
0 1 0.130338 0.304288
0 1 0.159001 0.316219
0 1 0.215067 0.381803
0 1 0.242375 0.388412
0 1 0.393777 0.461022
0 1 0.200218 0.362122
0 1 0.293083 0.42205
0 1 0.2 0.361102
0 1 0.183238 0.356765
0 1 0.177254 0.338358
0 1 0.143886 0.321325
0 1 0.171201 0.340834
0 1 0.196909 0.359549
0 1 0.279105 0.414038
0 1 0.239025 0.389758
0 0.996078 0.149646 0.334425
0 1 0.160968 0.325998
0 0.996078 0.155304 0.337905
0 1 0.186588 0.356157
0 1 0.177948 0.350425
0 1 0.253418 0.388813
0 0.996078 0.128751 0.288841
0 1 0.114304 0.282952
0 1 0.248332 0.40567
0 1 0.123087 0.285898
0 1 0.297849 0.426282
0 1 0.172263 0.341895
0 1 0.296242 0.415274
0 1 0.179718 0.345451
